origin_id,dest_id,truck_km,truck_duration,drone_km,drone_duration
cust_30,cust_13,37.27,44.72,20.81,20.81
cust_30,cust_20,69.96,83.95,53.93,53.93
cust_30,cust_7,58.59,70.31,39.48,39.48
cust_30,cust_1,51.47,61.76,38.86,38.86
cust_30,cust_18,54.58,65.5,40.72,40.72
cust_30,cust_5,57.11,68.53,42.77,42.77
cust_30,cust_38,84.45,101.34,67.28,67.28
cust_30,cust_43,80.9,97.08,48.68,48.68
cust_30,cust_32,33.21,39.85,21.77,21.77
cust_30,cust_48,29.61,35.53,20.96,20.96
cust_30,cust_39,92.01,110.41,72.29,72.29
cust_30,cust_23,65.09,78.11,51.81,51.81
cust_30,cust_22,79.62,95.54,61.66,61.66
cust_30,cust_2,52.96,63.55,40.54,40.54
cust_30,cust_34,47.17,56.6,35.6,35.6
cust_30,cust_37,88.57,106.28,69.85,69.85
cust_30,cust_6,53.01,63.61,37.29,37.29
cust_30,cust_49,61.64,73.97,40.32,40.32
cust_30,cust_41,89.69,107.63,65.84,65.84
cust_30,cust_4,60.66,72.79,46.89,46.89
cust_30,cust_8,60.07,72.08,40.99,40.99
cust_30,cust_47,21.4,25.68,13.06,13.06
cust_30,cust_36,76.66,91.99,62.82,62.82
cust_30,cust_28,29.31,35.17,21.01,21.01
cust_30,cust_11,38.49,46.19,25.16,25.16
cust_30,cust_26,65.91,79.09,44.74,44.74
cust_30,cust_33,42.69,51.23,29.34,29.34
cust_30,cust_44,68.38,82.06,42.08,42.08
cust_30,cust_3,51.68,62.02,38.49,38.49
cust_30,cust_45,43.16,51.79,27.59,27.59
cust_30,cust_40,98.16,117.79,77.2,77.2
cust_30,cust_19,61.18,73.42,47.96,47.96
cust_30,cust_35,69.03,82.84,55.79,55.79
cust_30,cust_12,36.11,43.33,22.2,22.2
cust_30,cust_31,12.1,14.52,7.61,7.61
cust_30,cust_27,43.89,52.67,28.56,28.56
cust_30,cust_17,46.93,56.32,32.24,32.24
cust_30,cust_14,20.73,24.88,14.46,14.46
cust_30,cust_24,75.58,90.7,55.65,55.65
cust_30,cust_29,20.62,24.74,13.01,13.01
cust_30,cust_10,42.36,50.83,29.95,29.95
cust_30,cust_9,48.35,58.02,31.96,31.96
cust_30,cust_50,83.21,99.85,46.61,46.61
cust_30,cust_46,22.42,26.9,17.85,17.85
cust_30,cust_16,31.96,38.35,24.52,24.52
cust_30,cust_15,27.06,32.47,20.68,20.68
cust_29,depot,34.86,41.83,28.03,28.03
cust_29,cust_42,52.8,63.36,39.93,39.93
cust_29,cust_25,45.45,54.54,34.96,34.96
cust_29,cust_21,72.97,87.56,54.99,54.99
cust_29,cust_13,26.68,32.02,20.19,20.19
cust_29,cust_20,76.99,92.39,55.17,55.17
cust_29,cust_7,44.98,53.98,33.9,33.9
cust_29,cust_1,63.76,76.51,43.0,43.0
cust_29,cust_18,62.16,74.59,46.0,46.0
cust_29,cust_5,54.75,65.7,39.99,39.99
cust_29,cust_38,91.48,109.78,66.6,66.6
cust_29,cust_43,51.37,61.64,35.66,35.66
cust_29,cust_32,53.76,64.51,32.39,32.39
cust_29,cust_48,46.96,56.35,33.97,33.97
cust_29,cust_39,83.57,100.28,66.96,66.96
cust_29,cust_23,59.99,71.99,46.92,46.92
cust_29,cust_22,77.25,92.7,58.68,58.68
cust_29,cust_2,59.99,71.99,42.75,42.75
cust_29,cust_34,54.74,65.69,42.57,42.57
cust_29,cust_37,95.6,114.72,70.18,70.18
cust_29,cust_6,44.12,52.94,33.86,33.86
cust_29,cust_49,79.0,94.8,51.61,51.61
cust_29,cust_41,76.08,91.3,55.18,55.18
cust_29,cust_4,58.3,69.96,44.98,44.98
cust_29,cust_8,46.46,55.75,33.63,33.63
cust_29,cust_47,31.81,38.17,24.72,24.72
cust_29,cust_36,84.23,101.08,68.08,68.08
cust_29,cust_28,8.69,10.43,8.03,8.03
cust_29,cust_11,24.88,29.86,20.89,20.89
cust_29,cust_26,45.66,54.79,32.84,32.84
cust_29,cust_33,50.27,60.32,37.32,37.32
cust_29,cust_44,36.3,43.56,29.18,29.18
cust_29,cust_3,54.68,65.62,38.41,38.41
cust_29,cust_45,28.48,34.18,17.9,17.9
cust_29,cust_40,91.35,109.62,70.21,70.21
cust_29,cust_19,68.21,81.85,50.27,50.27
cust_29,cust_35,76.6,91.92,61.8,61.8
cust_29,cust_12,22.5,27.0,18.72,18.72
cust_29,cust_31,28.52,34.22,18.16,18.16
cust_29,cust_27,27.73,33.28,17.44,17.44
cust_29,cust_17,54.5,65.4,36.73,36.73
cust_29,cust_14,26.11,31.33,18.58,18.58
cust_29,cust_24,61.97,74.36,47.42,47.42
cust_29,cust_30,20.62,24.74,13.01,13.01
cust_29,cust_10,28.76,34.51,21.57,21.57
cust_29,cust_9,34.75,41.7,26.22,26.22
cust_29,cust_50,84.0,100.8,55.95,55.95
cust_29,cust_46,37.04,44.45,22.89,22.89
cust_29,cust_16,39.53,47.44,30.33,30.33
cust_29,cust_15,34.63,41.56,25.97,25.97
cust_10,depot,18.46,22.15,15.83,15.83
cust_10,cust_42,30.1,36.12,25.05,25.05
cust_10,cust_25,16.69,20.03,14.6,14.6
cust_10,cust_21,56.57,67.88,37.18,37.18
cust_10,cust_13,23.6,28.32,15.62,15.62
cust_10,cust_20,60.59,72.71,41.1,41.1
cust_10,cust_7,22.43,26.92,13.59,13.59
cust_10,cust_1,47.36,56.83,35.32,35.32
cust_10,cust_18,54.61,65.53,39.67,39.67
cust_10,cust_5,38.35,46.02,22.26,22.26
cust_10,cust_38,75.08,90.1,49.24,49.24
cust_10,cust_43,36.37,43.64,31.4,31.4
cust_10,cust_32,54.26,65.11,38.88,38.88
cust_10,cust_48,69.25,83.1,47.73,47.73
cust_10,cust_39,61.02,73.22,45.76,45.76
cust_10,cust_23,38.95,46.74,26.37,26.37
cust_10,cust_22,57.59,69.11,39.26,39.26
cust_10,cust_2,43.59,52.31,31.95,31.95
cust_10,cust_34,53.21,63.85,39.87,39.87
cust_10,cust_37,79.2,95.04,53.86,53.86
cust_10,cust_6,27.72,33.26,16.34,16.34
cust_10,cust_49,70.7,84.84,56.61,56.61
cust_10,cust_41,47.32,56.78,36.41,36.41
cust_10,cust_4,41.9,50.28,27.72,27.72
cust_10,cust_8,17.55,21.06,12.11,12.11
cust_10,cust_47,53.86,64.63,43.0,43.0
cust_10,cust_36,73.89,88.67,59.1,59.1
cust_10,cust_28,29.54,35.45,20.14,20.14
cust_10,cust_11,14.22,17.06,9.23,9.23
cust_10,cust_26,24.65,29.58,19.23,19.23
cust_10,cust_33,48.74,58.49,37.63,37.63
cust_10,cust_44,39.51,47.41,30.05,30.05
cust_10,cust_3,38.28,45.94,24.94,24.94
cust_10,cust_45,53.33,64.0,33.61,33.61
cust_10,cust_40,62.59,75.11,48.64,48.64
cust_10,cust_19,51.81,62.17,38.36,38.36
cust_10,cust_35,75.08,90.1,54.65,54.65
cust_10,cust_12,19.61,23.53,11.12,11.12
cust_10,cust_31,39.91,47.89,29.8,29.8
cust_10,cust_27,14.34,17.21,8.2,8.2
cust_10,cust_17,41.03,49.24,31.2,31.2
cust_10,cust_14,31.73,38.08,22.31,22.31
cust_10,cust_24,33.22,39.86,26.03,26.03
cust_10,cust_30,42.36,50.83,29.95,29.95
cust_10,cust_29,28.76,34.51,21.57,21.57
cust_10,cust_9,14.64,17.57,7.4,7.4
cust_10,cust_50,82.47,98.96,55.84,55.84
cust_10,cust_46,61.9,74.28,44.25,44.25
cust_10,cust_16,38.01,45.61,29.22,29.22
cust_10,cust_15,33.66,40.39,26.12,26.12
cust_9,depot,12.38,14.86,9.71,9.71
cust_9,cust_42,34.51,41.41,29.52,29.52
cust_9,cust_25,18.19,21.83,16.21,16.21
cust_9,cust_21,42.56,51.07,30.12,30.12
cust_9,cust_13,17.53,21.04,13.3,13.3
cust_9,cust_20,46.73,56.08,33.7,33.7
cust_9,cust_7,10.23,12.28,7.74,7.74
cust_9,cust_1,41.28,49.54,28.88,28.88
cust_9,cust_18,48.53,58.24,33.39,33.39
cust_9,cust_5,24.34,29.21,15.03,15.03
cust_9,cust_38,56.36,67.63,42.14,42.14
cust_9,cust_43,50.35,60.42,38.28,38.28
cust_9,cust_32,48.18,57.82,36.4,36.4
cust_9,cust_48,63.18,75.82,47.29,47.29
cust_9,cust_39,48.83,58.6,40.92,40.92
cust_9,cust_23,26.76,32.11,20.72,20.72
cust_9,cust_22,45.39,54.47,32.8,32.8
cust_9,cust_2,37.51,45.01,24.98,24.98
cust_9,cust_34,47.14,56.57,34.51,34.51
cust_9,cust_37,60.48,72.58,46.6,46.6
cust_9,cust_6,14.05,16.86,8.98,8.98
cust_9,cust_49,64.62,77.54,52.82,52.82
cust_9,cust_41,45.22,54.26,37.83,37.83
cust_9,cust_4,27.89,33.47,20.47,20.47
cust_9,cust_8,11.72,14.06,9.59,9.59
cust_9,cust_47,59.85,71.82,44.67,44.67
cust_9,cust_36,67.81,81.37,52.04,52.04
cust_9,cust_28,39.38,47.26,26.46,26.46
cust_9,cust_11,9.86,11.83,7.0,7.0
cust_9,cust_26,31.24,37.49,24.75,24.75
cust_9,cust_33,42.66,51.19,33.27,33.27
cust_9,cust_44,55.73,66.88,37.39,37.39
cust_9,cust_3,24.81,29.77,17.72,17.72
cust_9,cust_45,59.32,71.18,40.19,40.19
cust_9,cust_40,54.97,65.96,45.24,45.24
cust_9,cust_19,45.73,54.88,31.12,31.12
cust_9,cust_35,69.0,82.8,47.91,47.91
cust_9,cust_12,16.84,20.21,9.99,9.99
cust_9,cust_31,41.28,49.54,30.0,30.0
cust_9,cust_27,26.75,32.1,15.55,15.55
cust_9,cust_17,34.96,41.95,25.53,25.53
cust_9,cust_14,33.09,39.71,21.17,21.17
cust_9,cust_24,31.12,37.34,24.31,24.31
cust_9,cust_30,48.35,58.02,31.96,31.96
cust_9,cust_29,34.75,41.7,26.22,26.22
cust_9,cust_10,14.64,17.57,7.4,7.4
cust_9,cust_50,76.4,91.68,50.63,50.63
cust_9,cust_46,67.89,81.47,47.95,47.95
cust_9,cust_16,31.93,38.32,25.13,25.13
cust_9,cust_15,31.8,38.16,22.88,22.88
cust_50,depot,70.27,84.32,40.93,40.93
cust_50,cust_42,110.91,133.09,80.14,80.14
cust_50,cust_25,94.59,113.51,66.35,66.35
cust_50,cust_21,64.77,77.72,47.97,47.97
cust_50,cust_13,64.76,77.71,41.02,41.02
cust_50,cust_20,48.07,57.68,36.62,36.62
cust_50,cust_7,86.63,103.96,52.59,52.59
cust_50,cust_1,38.06,45.67,23.95,23.95
cust_50,cust_18,32.12,38.54,19.56,19.56
cust_50,cust_5,70.4,84.48,45.84,45.84
cust_50,cust_38,65.98,79.18,50.91,50.91
cust_50,cust_43,114.33,137.2,86.2,86.2
cust_50,cust_32,48.54,58.25,25.01,25.01
cust_50,cust_48,57.12,68.54,35.97,35.97
cust_50,cust_39,104.67,125.6,70.95,70.95
cust_50,cust_23,77.75,93.3,56.21,56.21
cust_50,cust_22,77.38,92.86,55.5,55.5
cust_50,cust_2,45.33,54.4,30.15,30.15
cust_50,cust_34,33.59,40.31,16.12,16.12
cust_50,cust_37,65.07,78.08,48.99,48.99
cust_50,cust_6,74.39,89.27,46.21,46.21
cust_50,cust_49,23.15,27.78,13.22,13.22
cust_50,cust_41,121.62,145.94,86.36,86.36
cust_50,cust_4,64.22,77.06,44.57,44.57
cust_50,cust_8,88.11,105.73,58.12,58.12
cust_50,cust_47,73.92,88.7,47.64,47.64
cust_50,cust_36,34.36,41.23,26.28,26.28
cust_50,cust_28,88.63,106.36,62.87,62.87
cust_50,cust_11,73.99,88.79,46.66,46.66
cust_50,cust_26,103.82,124.58,74.98,74.98
cust_50,cust_33,39.96,47.95,18.97,18.97
cust_50,cust_44,110.58,132.7,82.41,82.41
cust_50,cust_3,55.19,66.23,37.11,37.11
cust_50,cust_45,112.43,134.92,73.38,73.38
cust_50,cust_40,110.82,132.98,80.85,80.85
cust_50,cust_19,46.17,55.4,30.75,30.75
cust_50,cust_35,25.31,30.37,19.04,19.04
cust_50,cust_12,69.42,83.3,45.46,45.46
cust_50,cust_31,66.45,79.74,39.12,39.12
cust_50,cust_27,84.55,101.46,61.33,61.33
cust_50,cust_17,40.06,48.07,25.17,25.17
cust_50,cust_14,59.97,71.96,37.92,37.92
cust_50,cust_24,99.07,118.88,69.52,69.52
cust_50,cust_30,81.86,98.23,46.61,46.61
cust_50,cust_29,84.0,100.8,55.95,55.95
cust_50,cust_10,82.47,98.96,55.84,55.84
cust_50,cust_9,76.4,91.68,50.63,50.63
cust_50,cust_46,91.69,110.03,60.56,60.56
cust_50,cust_16,44.47,53.36,27.15,27.15
cust_50,cust_15,49.65,59.58,31.14,31.14
cust_46,depot,61.33,73.6,47.04,47.04
cust_46,cust_42,86.17,103.4,61.69,61.69
cust_46,cust_25,71.92,86.3,57.84,57.84
cust_46,cust_21,100.94,121.13,74.29,74.29
cust_46,cust_13,50.06,60.07,38.25,38.25
cust_46,cust_20,99.12,118.94,71.76,71.76
cust_46,cust_7,71.45,85.74,55.67,55.67
cust_46,cust_1,79.51,95.41,56.34,56.34
cust_46,cust_18,80.02,96.02,57.79,57.79
cust_46,cust_5,81.21,97.45,60.09,60.09
cust_46,cust_38,113.61,136.33,85.09,85.09
cust_46,cust_43,67.16,80.59,53.41,53.41
cust_46,cust_32,47.38,56.86,35.92,35.92
cust_46,cust_48,31.33,37.6,26.92,26.92
cust_46,cust_39,110.04,132.05,88.84,88.84
cust_46,cust_23,86.46,103.75,68.46,68.46
cust_46,cust_22,103.72,124.46,79.05,79.05
cust_46,cust_2,82.12,98.54,58.33,58.33
cust_46,cust_34,66.34,79.61,52.0,52.0
cust_46,cust_37,117.73,141.28,87.7,87.7
cust_46,cust_6,70.59,84.71,54.35,54.35
cust_46,cust_49,70.09,84.11,51.53,51.53
cust_46,cust_41,106.87,128.24,77.7,77.7
cust_46,cust_4,84.77,101.72,64.45,64.45
cust_46,cust_8,72.93,87.52,56.16,56.16
cust_46,cust_47,19.8,23.76,13.42,13.42
cust_46,cust_36,97.12,116.54,79.56,79.56
cust_46,cust_28,41.39,49.67,27.99,27.99
cust_46,cust_11,51.35,61.62,41.63,41.63
cust_46,cust_26,84.06,100.87,54.65,54.65
cust_46,cust_33,61.0,73.2,45.39,45.39
cust_46,cust_44,54.64,65.57,45.26,45.26
cust_46,cust_3,84.41,101.29,56.28,56.28
cust_46,cust_45,29.43,35.32,25.04,25.04
cust_46,cust_40,137.72,165.26,92.79,92.79
cust_46,cust_19,90.34,108.41,65.71,65.71
cust_46,cust_35,89.49,107.39,72.24,72.24
cust_46,cust_12,48.97,58.76,38.85,38.85
cust_46,cust_31,33.84,40.61,24.44,24.44
cust_46,cust_27,60.44,72.53,40.18,40.18
cust_46,cust_17,74.97,89.96,49.74,49.74
cust_46,cust_14,40.55,48.66,32.31,32.31
cust_46,cust_24,116.59,139.91,70.23,70.23
cust_46,cust_30,22.9,27.48,17.85,17.85
cust_46,cust_29,30.37,36.44,22.89,22.89
cust_46,cust_10,55.22,66.26,44.25,44.25
cust_46,cust_9,61.21,73.45,47.95,47.95
cust_46,cust_50,91.66,109.99,60.56,60.56
cust_46,cust_16,60.0,72.0,41.86,41.86
cust_46,cust_15,46.88,56.26,38.29,38.29
cust_16,depot,25.8,30.96,16.18,16.18
cust_16,cust_42,66.44,79.73,54.1,54.1
cust_16,cust_25,50.12,60.14,41.34,41.34
cust_16,cust_21,45.13,54.16,36.61,36.61
cust_16,cust_13,20.29,24.35,13.94,13.94
cust_16,cust_20,43.31,51.97,30.89,30.89
cust_16,cust_7,42.16,50.59,29.31,29.31
cust_16,cust_1,22.73,27.28,14.49,14.49
cust_16,cust_18,22.62,27.14,16.25,16.25
cust_16,cust_5,34.03,40.84,26.51,26.51
cust_16,cust_38,57.8,69.36,45.5,45.5
cust_16,cust_43,69.86,83.83,59.07,59.07
cust_16,cust_32,20.45,24.54,13.11,13.11
cust_16,cust_48,35.44,42.53,27.7,27.7
cust_16,cust_39,68.93,82.72,56.67,56.67
cust_16,cust_23,42.01,50.41,37.55,37.55
cust_16,cust_22,56.53,67.84,43.14,43.14
cust_16,cust_2,26.31,31.57,17.47,17.47
cust_16,cust_34,15.21,18.25,12.3,12.3
cust_16,cust_37,61.92,74.3,47.03,47.03
cust_16,cust_6,29.92,35.9,23.79,23.79
cust_16,cust_49,36.88,44.26,27.69,27.69
cust_16,cust_41,77.15,92.58,62.72,62.72
cust_16,cust_4,37.58,45.1,28.41,28.41
cust_16,cust_8,43.65,52.38,33.97,33.97
cust_16,cust_47,47.25,56.7,32.06,32.06
cust_16,cust_36,44.7,53.64,38.46,38.46
cust_16,cust_28,44.16,52.99,36.46,36.46
cust_16,cust_11,29.52,35.42,20.0,20.0
cust_16,cust_26,59.36,71.23,48.45,48.45
cust_16,cust_33,10.73,12.88,8.43,8.43
cust_16,cust_44,66.11,79.33,55.34,55.34
cust_16,cust_3,28.6,34.32,18.79,18.79
cust_16,cust_45,64.11,76.93,48.21,48.21
cust_16,cust_40,75.08,90.1,64.32,64.32
cust_16,cust_19,34.54,41.45,24.33,24.33
cust_16,cust_35,37.07,44.48,31.72,31.72
cust_16,cust_12,24.95,29.94,18.45,18.45
cust_16,cust_31,22.57,27.08,17.42,17.42
cust_16,cust_27,40.08,48.1,34.21,34.21
cust_16,cust_17,18.91,22.69,7.96,7.96
cust_16,cust_14,15.5,18.6,11.75,11.75
cust_16,cust_24,63.04,75.65,47.53,47.53
cust_16,cust_30,31.96,38.35,24.52,24.52
cust_16,cust_29,39.53,47.44,30.33,30.33
cust_16,cust_10,38.01,45.61,29.22,29.22
cust_16,cust_9,31.93,38.32,25.13,25.13
cust_16,cust_50,44.47,53.36,27.15,27.15
cust_16,cust_46,60.0,72.0,41.86,41.86
cust_16,cust_15,5.18,6.22,4.36,4.36
cust_15,depot,25.67,30.8,14.89,14.89
cust_15,cust_42,66.31,79.57,51.15,51.15
cust_15,cust_25,49.99,59.99,39.0,39.0
cust_15,cust_21,45.0,54.0,38.26,38.26
cust_15,cust_13,17.04,20.45,10.52,10.52
cust_15,cust_20,43.18,51.82,33.73,33.73
cust_15,cust_7,42.03,50.44,28.0,28.0
cust_15,cust_1,24.69,29.63,18.19,18.19
cust_15,cust_18,27.81,33.37,20.4,20.4
cust_15,cust_5,33.9,40.68,26.73,26.73
cust_15,cust_38,57.67,69.2,47.87,47.87
cust_15,cust_43,64.96,77.95,55.25,55.25
cust_15,cust_32,20.15,24.18,13.66,13.66
cust_15,cust_48,35.14,42.17,26.71,26.71
cust_15,cust_39,68.8,82.56,57.21,57.21
cust_15,cust_23,41.88,50.26,37.48,37.48
cust_15,cust_22,56.4,67.68,44.37,44.37
cust_15,cust_2,26.19,31.43,20.22,20.22
cust_15,cust_34,20.39,24.47,16.64,16.64
cust_15,cust_37,61.8,74.16,49.83,49.83
cust_15,cust_6,29.79,35.75,23.08,23.08
cust_15,cust_49,36.58,43.9,30.49,30.49
cust_15,cust_41,77.02,92.42,60.7,60.7
cust_15,cust_4,37.45,44.94,29.4,29.4
cust_15,cust_8,43.52,52.22,32.14,32.14
cust_15,cust_47,46.95,56.34,29.29,29.29
cust_15,cust_36,49.88,59.86,42.63,42.63
cust_15,cust_28,39.27,47.12,32.15,32.15
cust_15,cust_11,25.16,30.19,17.04,17.04
cust_15,cust_26,57.21,68.65,45.25,45.25
cust_15,cust_33,15.92,19.1,12.18,12.18
cust_15,cust_44,61.21,73.45,51.27,51.27
cust_15,cust_3,28.47,34.16,19.96,19.96
cust_15,cust_45,59.21,71.05,43.86,43.86
cust_15,cust_40,74.95,89.94,64.25,64.25
cust_15,cust_19,34.41,41.29,27.46,27.46
cust_15,cust_35,42.25,50.7,36.0,36.0
cust_15,cust_12,20.06,24.07,15.07,15.07
cust_15,cust_31,17.68,21.22,13.98,13.98
cust_15,cust_27,35.19,42.23,30.5,30.5
cust_15,cust_17,20.15,24.18,11.58,11.58
cust_15,cust_14,10.6,12.72,7.4,7.4
cust_15,cust_24,62.92,75.5,46.24,46.24
cust_15,cust_30,27.06,32.47,20.68,20.68
cust_15,cust_29,34.63,41.56,25.97,25.97
cust_15,cust_10,33.66,40.39,26.12,26.12
cust_15,cust_9,31.8,38.16,22.88,22.88
cust_15,cust_50,49.65,59.58,31.14,31.14
cust_15,cust_46,46.39,55.67,38.29,38.29
cust_15,cust_16,5.18,6.22,4.36,4.36
